Timestamp,Signal quality
1737381856,Good
1737381861,Good
1737381906,Good
1737381911,Good
1737381991,Good
1737382001,Good
1737382066,Good
1737382071,Good
1737382361,Good
1737382366,Good
1737382371,Good
1737382376,Good
1737382406,Good
1737382411,Good
1737382416,Good
1737382426,Good
1737382446,Good
1737382451,Good
1737382456,Good
1737382466,Good
1737382471,Good
1737382476,Good
1737382486,Good
1737382496,Good
1737382501,Good
1737382506,Good
1737382511,Good
1737382516,Good
1737382521,Good
1737382531,Good
1737382536,Good
1737382541,Good
1737382546,Good
1737382551,Good
1737382561,Good
1737382566,Good
1737382576,Good
1737382581,Good
1737382586,Good
1737382606,Good
1737382611,Good
1737382626,Good
1737382631,Good
1737382646,Good
1737382651,Good
1737382676,Good
1737382681,Good
1737382691,Good
1737382696,Good
1737382711,Good
1737382716,Good
1737382731,Good
1737382741,Good
1737382756,Good
1737382761,Good
1737382796,Good
1737382801,Good
1737382816,Good
1737382821,Good
1737382831,Good
1737382836,Good
1737382841,Good
1737382856,Good
1737382861,Good
1737382881,Good
1737382886,Good
1737382891,Good
1737382936,Good
1737382956,Good
1737382961,Good
1737382966,Good
1737382971,Good
1737382976,Good
1737382981,Good
1737382986,Good
1737382991,Good
1737383026,Good
1737383031,Good
1737383046,Good
1737383056,Good
1737383061,Good
1737383066,Good
1737383076,Good
1737383081,Good
1737383086,Good
1737383091,Good
1737383101,Good
1737383106,Good
1737383111,Good
1737383121,Good
1737383126,Good
1737383146,Good
1737383151,Good
1737383211,Good
1737383226,Bad
1737383231,Good
1737383256,Good
1737383261,Good
1737383271,Good
1737383276,Good
1737383296,Good
1737383301,Good
1737383306,Good
1737383311,Good
1737383321,Good
1737383326,Good
1737383331,Good
1737383336,Good
1737383391,Good
1737383401,Good
1737383406,Good
1737383411,Good
1737383421,Good
1737383426,Bad
1737383431,Good
1737383436,Good
1737383446,Good
1737383451,Good
1737383461,Good
1737383466,Good
1737383471,Good
1737383481,Good
1737383496,Good
1737383501,Good
1737383511,Good
1737383516,Good
1737383521,Good
1737383526,Good
1737383536,Good
1737383546,Good
1737383556,Good
1737383561,Good
1737383586,Good
1737383591,Good
1737383596,Good
1737383601,Good
1737383611,Good
1737383631,Good
1737383646,Good
1737383656,Good
1737383661,Good
1737383691,Good
1737383701,Good
1737383706,Good
1737383711,Good
1737383716,Good
1737383731,Good
1737383736,Good
1737383741,Good
1737383746,Good
1737383751,Good
1737383761,Good
1737383766,Good
1737383771,Good
1737383776,Good
1737383781,Good
1737383786,Good
1737383791,Good
1737383796,Good
1737383801,Good
1737383836,Good
1737383841,Good
1737383856,Good
1737383876,Good
1737383886,Good
1737383896,Good
1737383926,Good
1737383931,Good
1737383936,Good
1737383941,Good
1737383946,Good
1737383951,Good
1737383956,Good
1737383961,Good
1737383966,Good
1737383981,Good
1737383986,Good
1737384006,Good
1737384011,Good
1737384016,Good
1737384026,Good
1737384031,Good
1737384036,Good
1737384046,Good
1737384051,Good
1737384061,Good
1737384071,Good
1737384081,Good
1737384091,Good
1737384096,Good
1737384101,Good
1737384106,Good
1737384111,Good
1737384121,Good
1737384136,Good
1737384141,Good
1737384176,Good
1737384181,Good
1737384186,Good
1737384196,Good
1737384201,Good
1737384211,Good
1737384216,Good
1737384221,Good
1737384226,Good
1737384241,Good
1737384246,Good
1737384251,Good
1737384271,Good
1737384281,Good
1737384286,Good
1737384291,Good
1737384296,Good
1737384306,Good
1737384311,Good
1737384316,Good
1737384321,Good
1737384326,Good
1737384331,Good
1737384336,Good
1737384346,Good
1737384351,Good
1737384361,Good
1737384366,Good
1737384376,Good
1737384381,Good
1737384391,Good
1737384396,Good
1737384401,Good
1737384406,Good
1737384411,Good
1737384416,Good
1737384421,Good
1737384426,Good
1737384451,Good
1737384456,Good
1737384461,Good
1737384466,Good
1737384471,Good
1737384476,Good
1737384481,Good
1737384501,Good
1737384506,Good
1737384511,Good
1737384521,Good
1737384526,Good
1737384531,Good
1737384536,Good
1737384541,Bad
1737384546,Good
1737384551,Good
1737384556,Good
1737384566,Good
1737384571,Good
1737384581,Good
1737384586,Good
1737384591,Good
1737384601,Good
1737384606,Good
1737384611,Good
1737384616,Good
1737384621,Good
1737384626,Good
1737384636,Good
1737384641,Good
1737384651,Good
1737384661,Good
1737384666,Good
1737384671,Good
1737384676,Good
1737384696,Good
1737384711,Good
1737384716,Good
1737384721,Good
1737384726,Good
1737384731,Good
1737384741,Good
1737384746,Good
1737384751,Good
1737384756,Good
1737384766,Good
1737384781,Good
1737384791,Good
1737384796,Good
1737384801,Good
1737384806,Good
1737384816,Good
1737384821,Good
1737384826,Good
1737384831,Good
1737384836,Good
1737384841,Good
1737384846,Good
1737384851,Good
1737384856,Good
1737384866,Good
1737384876,Good
1737384881,Good
1737384891,Good
1737384901,Good
1737384911,Good
1737384916,Good
1737384926,Good
1737384936,Good
1737384946,Good
1737384951,Good
1737384956,Good
1737384961,Good
1737384966,Good
1737384976,Good
1737384981,Good
1737384991,Good
1737385001,Good
1737385011,Good
1737385021,Good
1737385036,Good
1737385041,Good
1737385046,Good
1737385051,Good
1737385056,Good
1737385061,Good
1737385066,Good
1737385071,Good
1737385076,Good
1737385086,Good
1737385091,Good
1737385096,Good
1737385106,Good
1737385111,Good
1737385116,Good
1737385121,Good
1737385126,Good
1737385131,Good
1737385141,Good
1737385171,Good
1737385176,Good
1737385181,Good
1737385186,Good
1737385266,Good
1737385271,Good
1737385276,Bad
1737385281,Good
1737385286,Good
1737385291,Good
1737385301,Good
1737385311,Good
1737385321,Good
1737385326,Good
1737385331,Good
1737385356,Good
1737385371,Good
1737385376,Good
1737385381,Good
1737385386,Good
1737385391,Good
1737385401,Good
1737385411,Good
1737385426,Good
1737385431,Good
1737385441,Good
1737385446,Bad
1737385451,Good
1737385461,Good
1737385466,Good
1737385476,Good
1737385481,Good
1737385486,Good
1737385496,Good
1737385516,Good
1737385531,Good
1737385536,Good
1737385541,Good
1737385551,Good
1737385556,Good
1737385571,Good
1737385576,Good
1737385581,Good
1737385586,Good
1737385596,Good
1737385601,Good
1737385616,Good
1737385621,Good
1737385626,Good
1737385651,Good
1737385656,Good
1737385666,Good
1737385671,Good
1737385681,Good
1737385686,Good
1737385691,Good
1737385696,Good
1737385716,Good
1737385726,Good
1737385731,Good
1737385741,Good
1737385746,Good
1737385756,Bad
1737385761,Good
1737385766,Bad
1737385771,Good
1737385776,Good
1737385786,Good
1737385791,Good
1737385801,Good
1737385806,Good
1737385811,Bad
1737385826,Good
1737385846,Good
1737385856,Good
1737385861,Bad
1737385866,Good
1737385876,Good
1737385881,Good
1737385891,Good
1737385896,Good
1737385901,Bad
1737385906,Good
1737385916,Good
1737385921,Good
1737385931,Good
1737385941,Good
1737385946,Good
1737385951,Good
1737385956,Bad
1737385961,Good
1737385966,Good
1737385986,Good
1737385991,Good
1737385996,Good
1737386001,Good
1737386006,Good
1737386011,Good
1737386026,Good
1737386031,Good
1737386036,Good
1737386041,Good
1737386046,Good
1737386051,Bad
1737386056,Good
1737386061,Good
1737386076,Good
1737386081,Good
1737386091,Good
1737386096,Good
1737386101,Good
1737386106,Good
1737386111,Good
1737386116,Good
1737386121,Good
1737386131,Good
1737386136,Good
1737386141,Good
1737386151,Good
1737386156,Good
1737386161,Good
1737386176,Bad
1737386181,Good
1737386186,Good
1737386211,Good
1737386221,Good
1737386226,Good
1737386231,Good
1737386241,Good
1737386246,Good
1737386251,Good
1737386261,Good
1737386266,Good
1737386271,Good
1737386286,Good
1737386306,Good
1737386316,Good
1737386326,Good
1737386331,Good
1737386341,Good
1737386346,Good
1737386351,Good
1737386356,Good
1737386361,Good
1737386366,Bad
1737386371,Good
1737386376,Good
1737386381,Good
1737386391,Good
1737386396,Good
1737386401,Good
1737386406,Good
1737386421,Good
1737386426,Good
1737386436,Good
1737386446,Good
1737386451,Good
1737386461,Good
1737386476,Good
1737386491,Good
1737386496,Good
1737386501,Bad
1737386506,Good
1737386511,Good
1737386521,Good
1737386526,Good
1737386536,Good
1737386566,Good
1737386571,Good
1737386576,Good
1737386581,Good
1737386586,Good
1737386596,Good
1737386606,Good
1737386616,Good
1737386621,Good
1737386626,Good
1737386631,Good
1737386636,Good
1737386641,Good
1737386646,Good
1737386651,Good
1737386656,Good
1737386681,Good
1737386686,Good
1737386691,Good
1737386696,Good
1737386701,Good
1737386706,Good
1737386711,Good
1737386721,Good
1737386736,Good
1737386741,Good
1737386751,Good
1737386756,Good
1737386761,Good
1737386766,Good
1737386771,Good
1737386776,Good
1737386786,Good
1737386791,Good
1737386796,Good
1737386801,Good
1737386806,Good
1737386816,Good
1737386821,Good
1737386826,Good
1737386831,Good
1737386841,Good
1737386846,Good
1737386851,Good
1737386856,Good
1737386866,Good
1737386871,Good
1737386876,Good
1737386881,Good
1737386886,Good
1737386891,Good
1737386896,Good
1737386906,Good
1737386911,Good
1737386916,Good
1737386931,Good
1737386941,Good
1737386946,Good
1737386956,Good
1737386961,Good
1737386971,Good
1737386976,Good
1737386991,Good
1737386996,Good
1737387006,Good
1737387011,Bad
1737387016,Good
1737387021,Good
1737387031,Good
1737387046,Good
1737387056,Good
1737387066,Good
1737387071,Good
1737387076,Good
1737387081,Good
1737387086,Good
1737387091,Good
1737387096,Good
1737387101,Good
1737387106,Good
1737387111,Good
1737387116,Good
1737387121,Good
1737387126,Good
1737387131,Good
1737387136,Good
1737387151,Good
1737387161,Good
1737387166,Good
1737387191,Good
1737387196,Good
1737387211,Good
1737387216,Good
1737387226,Good
1737387231,Good
1737387236,Good
1737387241,Good
1737387246,Bad
1737387251,Good
1737387256,Good
1737387266,Good
1737387271,Good
1737387276,Good
1737387281,Good
1737387296,Good
1737387306,Good
1737387316,Good
1737387326,Good
1737387331,Good
1737387336,Good
1737387341,Good
1737387356,Good
1737387361,Good
1737387366,Good
1737387371,Good
1737387376,Good
1737387381,Good
1737387386,Good
1737387396,Good
1737387401,Good
1737387406,Good
1737387411,Good
1737387431,Good
1737387436,Good
1737387441,Good
1737387446,Good
1737387451,Good
1737387456,Good
1737387461,Good
1737387466,Good
1737387471,Good
1737387476,Good
1737387486,Good
1737387491,Good
1737387496,Good
1737387501,Good
1737387506,Good
1737387521,Good
1737387526,Good
1737387531,Good
1737387536,Good
1737387541,Good
1737387546,Good
1737387551,Good
1737387556,Good
1737387561,Good
1737387566,Good
1737387571,Good
1737387581,Good
1737387586,Good
1737387591,Good
1737387596,Good
1737387601,Good
1737387606,Good
1737387611,Good
1737387621,Good
1737387631,Good
1737387636,Good
1737387641,Good
1737387646,Good
1737387651,Good
1737387661,Good
1737387666,Good
1737387671,Good
1737387676,Good
1737387681,Good
1737387686,Good
1737387696,Good
1737387701,Good
1737387711,Good
1737387721,Good
1737387726,Good
1737387741,Good
1737387751,Good
1737387756,Bad
1737387761,Good
1737387766,Good
1737387771,Good
1737387781,Good
1737387786,Good
1737387791,Good
1737387796,Good
1737387806,Good
1737387811,Good
1737387816,Good
1737387821,Good
1737387826,Good
1737387831,Good
1737387836,Good
1737387851,Good
1737387856,Good
1737387871,Good
1737387876,Good
1737387881,Good
1737387886,Good
1737387891,Good
1737387901,Good
1737387911,Good
1737387916,Good
1737387921,Good
1737387926,Good
1737387941,Good
1737387951,Good
1737387956,Good
1737387961,Good
1737387971,Good
1737387976,Good
1737387986,Good
1737387996,Good
1737388001,Good
1737388006,Good
1737388011,Good
1737388016,Good
1737388021,Good
1737388031,Good
1737388041,Good
1737388051,Good
1737388066,Good
1737388071,Good
1737388076,Good
1737388081,Good
1737388086,Good
1737388091,Good
1737388106,Good
1737388116,Good
1737388121,Good
1737388136,Good
1737388146,Good
1737388151,Good
1737388156,Good
1737388161,Good
1737388171,Good
1737388176,Good
1737388181,Good
1737388191,Good
1737388201,Good
1737388206,Good
1737388211,Good
1737388221,Good
1737388231,Good
1737388246,Good
1737388256,Good
1737388261,Good
1737388281,Good
1737388291,Good
1737388296,Good
1737388301,Good
1737388306,Good
1737388311,Good
1737388316,Good
1737388321,Good
1737388336,Good
1737388341,Good
1737388346,Good
1737388351,Good
1737388356,Good
1737388366,Good
1737388371,Good
1737388376,Good
1737388381,Good
1737388386,Good
1737388391,Good
1737388396,Good
1737388401,Good
1737388406,Good
1737388411,Good
1737388416,Good
1737388421,Good
1737388426,Good
1737388446,Good
1737388451,Good
1737388456,Good
1737388461,Good
1737388466,Good
1737388471,Good
1737388481,Good
1737388486,Good
1737388491,Good
1737388501,Good
1737388516,Good
1737388521,Good
1737388526,Good
1737388536,Good
1737388541,Good
1737388546,Good
1737388551,Good
1737388556,Good
1737388566,Good
1737388591,Good
1737388596,Good
1737388601,Good
1737388606,Good
1737388616,Bad
1737388621,Good
1737388626,Good
1737388631,Bad
1737388636,Good
1737388641,Good
1737388646,Good
1737388661,Good
1737388676,Good
1737388686,Good
1737388691,Good
1737388696,Good
1737388701,Good
1737388706,Good
1737388711,Good
1737388716,Good
1737388726,Good
1737388731,Good
1737388736,Good
1737388751,Good
1737388756,Good
1737388761,Good
1737388771,Good
1737388786,Good
1737388791,Good
1737388796,Good
1737388806,Good
1737388816,Good
1737388821,Good
1737388826,Good
1737388831,Good
1737388836,Good
1737388841,Good
1737388846,Good
1737388856,Good
1737388861,Good
1737388871,Good
1737388876,Good
1737388881,Good
1737388886,Good
1737388891,Good
1737388896,Good
1737388901,Good
1737388906,Good
1737388911,Good
1737388916,Good
1737388921,Good
1737388936,Good
1737388946,Good
1737388951,Good
1737388956,Good
1737388966,Good
1737388971,Good
1737388981,Good
1737388986,Good
1737388991,Good
1737389011,Good
1737389021,Good
1737389031,Good
1737389036,Good
1737389041,Good
1737389056,Good
1737389061,Good
1737389066,Good
1737389071,Good
1737389076,Good
1737389081,Good
1737389086,Good
1737389091,Good
1737389096,Good
1737389101,Good
1737389106,Good
1737389111,Bad
1737389116,Good
1737389121,Good
1737389126,Good
1737389141,Good
1737389161,Good
1737389171,Good
1737389176,Good
1737389181,Good
1737389186,Bad
1737389191,Good
1737389201,Good
1737389206,Good
1737389211,Good
1737389216,Good
1737389221,Good
1737389226,Good
1737389231,Good
1737389236,Good
1737389241,Good
1737389246,Good
1737389251,Good
1737389261,Good
1737389266,Good
1737389286,Good
1737389291,Good
1737389296,Good
1737389301,Good
1737389306,Good
1737389316,Good
1737389321,Good
1737389326,Good
1737389331,Good
1737389336,Good
1737389346,Good
1737389351,Good
1737389356,Good
1737389361,Good
1737389386,Good
1737389391,Good
1737389396,Good
1737389406,Good
1737389411,Good
1737389416,Good
1737389431,Good
1737389441,Good
1737389451,Good
1737389461,Good
1737389466,Good
1737389481,Good
1737389486,Good
1737389501,Good
1737389506,Good
1737389516,Good
1737389521,Good
1737389526,Good
1737389531,Good
1737389536,Good
1737389541,Good
1737389546,Good
1737389551,Good
1737389561,Good
1737389586,Good
1737389591,Good
1737389601,Good
1737389611,Good
1737389631,Good
1737389641,Good
1737389646,Good
1737389656,Good
1737389661,Good
1737389666,Good
1737389676,Good
1737389681,Good
1737389691,Good
1737389696,Good
1737389701,Good
1737389706,Good
1737389711,Bad
1737389716,Good
1737389721,Good
1737389726,Good
1737389731,Good
1737389736,Bad
1737389741,Good
1737389756,Good
1737389761,Good
1737389766,Good
1737389771,Good
1737389781,Good
1737389786,Good
1737389791,Good
1737389796,Good
1737389801,Good
1737389811,Good
1737389821,Good
1737389826,Good
1737389841,Good
1737389846,Good
1737389856,Good
1737389871,Good
1737389876,Good
1737389881,Good
1737389886,Good
1737389891,Good
1737389896,Good
1737389901,Good
1737389911,Good
1737389926,Good
1737389931,Good
1737389991,Good
1737389996,Good
1737390001,Good
1737390006,Good
1737390011,Good
1737390016,Good
1737390021,Good
1737390026,Good
1737390031,Good
1737390036,Good
1737390051,Good
1737390056,Good
1737390061,Good
1737390071,Good
1737390076,Good
1737390081,Good
1737390086,Good
1737390091,Good
1737390096,Good
1737390121,Good
1737390126,Good
1737390131,Good
1737390136,Good
1737390141,Good
1737390146,Good
1737390151,Good
1737390161,Good
1737390166,Good
1737390171,Good
1737390186,Good
1737390191,Good
1737390196,Good
1737390206,Good
1737390211,Good
1737390216,Good
1737390221,Good
1737390226,Good
1737390231,Good
1737390236,Good
1737390251,Good
1737390256,Good
1737390261,Good
1737390271,Good
1737390296,Good
1737390301,Good
1737390306,Good
1737390341,Good
1737390346,Good
1737390356,Bad
1737390361,Good
1737390371,Bad
1737390376,Good
1737390381,Good
1737390391,Good
1737390401,Good
1737390406,Good
1737390416,Good
1737390421,Good
1737390426,Good
1737390441,Good
1737390446,Good
1737390461,Good
1737390476,Good
1737390481,Good
1737390501,Good
1737390516,Good
1737390526,Good
1737390531,Good
1737390541,Good
1737390551,Good
1737390556,Good
1737390566,Good
1737390576,Good
1737390581,Bad
1737390591,Good
1737390596,Bad
