dataset_name,window_start_sample,window_end_sample,true_label,predicted_label,prediction_score
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_263,263,264,1,0,0.44273442029953003
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_264,264,265,1,0,0.44541242718696594
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_265,265,266,1,0,0.4200136959552765
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_266,266,267,1,0,0.3991323411464691
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_267,267,268,1,0,0.4174243211746216
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_268,268,269,1,0,0.44464191794395447
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_269,269,270,1,0,0.42803284525871277
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_270,270,271,0,0,0.3923429250717163
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_271,271,272,0,0,0.4020489454269409
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_272,272,273,0,0,0.38477206230163574
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_273,273,274,0,0,0.44064345955848694
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_274,274,275,0,0,0.38451021909713745
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_275,275,276,0,0,0.4190545678138733
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_276,276,277,0,0,0.40805143117904663
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_277,277,278,0,0,0.44577574729919434
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_278,278,279,0,0,0.3483474552631378
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_279,279,280,0,0,0.41259729862213135
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_280,280,281,0,0,0.5
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_281,281,282,0,0,0.5
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_282,282,283,0,0,0.44159799814224243
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_283,283,284,0,0,0.43447527289390564
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_284,284,285,0,0,0.4325360357761383
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_285,285,286,0,0,0.4051261842250824
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_286,286,287,0,0,0.43272799253463745
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_287,287,288,0,0,0.41549888253211975
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_288,288,289,0,0,0.42626819014549255
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_289,289,290,0,0,0.39064064621925354
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_290,290,291,0,0,0.4034061133861542
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_291,291,292,0,0,0.4160836637020111
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_292,292,293,0,0,0.3175830543041229
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_293,293,294,0,0,0.35773828625679016
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_294,294,295,0,0,0.41280680894851685
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_295,295,296,1,0,0.3896334171295166
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_296,296,297,1,0,0.3878497779369354
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_297,297,298,1,0,0.30714699625968933
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_298,298,299,0,0,0.3923799991607666
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_299,299,300,0,0,0.37384361028671265
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_300,300,301,0,0,0.34238681197166443
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_301,301,302,1,0,0.28662076592445374
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_302,302,303,1,0,0.4337643086910248
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_303,303,304,1,0,0.4112461507320404
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_304,304,305,1,0,0.4408711791038513
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_305,305,306,0,0,0.4379400312900543
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_306,306,307,0,0,0.44856804609298706
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_307,307,308,1,0,0.43324002623558044
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_308,308,309,1,0,0.41626882553100586
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_309,309,310,1,0,0.40187516808509827
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_310,310,311,1,0,0.399630606174469
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_311,311,312,0,0,0.4509548246860504
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_312,312,313,1,0,0.39347541332244873
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_313,313,314,1,0,0.4053848385810852
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_314,314,315,1,0,0.44652193784713745
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_315,315,316,1,0,0.4359268248081207
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_316,316,317,1,0,0.4319027066230774
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_317,317,318,1,0,0.3969067335128784
lstm_training_data.npz_lrlr_lstm_model_fold__final_all_data_sample_318,318,319,1,0,0.4332703649997711
